attendingphysician,claimid
PHY337359,2
PHY337360,2
PHY337361,1
PHY337362,80
PHY337363,2
PHY337366,1
PHY337367,1
PHY337368,5
PHY337369,1
PHY337370,1
PHY337371,7
PHY337372,2
PHY337375,1
PHY337376,78
PHY337377,1
PHY337386,3
PHY337387,3
PHY337388,9
PHY337389,2
PHY337390,1
PHY337392,15
PHY337394,3
PHY337398,1
PHY337399,2
PHY337400,2
PHY337401,2
PHY337402,3
PHY337404,1
PHY337405,1
PHY337406,2
PHY337408,2
PHY337409,1
PHY337410,2
PHY337412,2
PHY337413,8
PHY337415,9
PHY337417,4
PHY337419,2
PHY337420,1
PHY337422,30
PHY337423,1
PHY337425,1156
PHY337426,1
PHY337427,6
PHY337428,2
PHY337431,1
PHY337432,3
PHY337434,8
PHY337437,26
PHY337438,5
PHY337440,12
PHY337441,1
PHY337442,1
PHY337443,2
PHY337445,7
PHY337446,1
PHY337447,6
PHY337448,2
PHY337449,1
PHY337451,10
PHY337452,1
PHY337453,2
PHY337454,2
PHY337455,1
PHY337457,1
PHY337458,42
PHY337459,2
PHY337460,2
PHY337461,6
PHY337462,1
PHY337463,2
PHY337464,1
PHY337465,2
PHY337466,1
PHY337467,1
PHY337469,3
PHY337470,18
PHY337472,1
PHY337473,8
PHY337474,1
PHY337475,6
PHY337478,2
PHY337480,1
PHY337483,1
PHY337484,36
PHY337485,3
PHY337487,1
PHY337488,7
PHY337489,22
PHY337491,1
PHY337494,1
PHY337495,1
PHY337496,7
PHY337497,2
PHY337498,2
PHY337499,1
PHY337500,3
PHY337502,16
PHY337503,1
PHY337504,2
PHY337505,1
PHY337508,1
PHY337509,20
PHY337510,2
PHY337512,2
PHY337513,20
PHY337514,1
PHY337515,1
PHY337517,2
PHY337518,1
PHY337519,3
PHY337521,1
PHY337522,2
PHY337523,1
PHY337524,1
PHY337525,5
PHY337528,24
PHY337529,2
PHY337530,1
PHY337531,8
PHY337532,2
PHY337533,9
PHY337534,3
PHY337535,4
PHY337537,1
PHY337538,1
PHY337539,13
PHY337540,2
PHY337541,1
PHY337543,36
PHY337545,1
PHY337546,10
PHY337549,1
PHY337550,2
PHY337552,1
PHY337554,1
PHY337555,2
PHY337556,1
PHY337558,1
PHY337561,1
PHY337563,3
PHY337564,15
PHY337566,53
PHY337567,1
PHY337568,2
PHY337569,17
PHY337572,1
PHY337573,1
PHY337574,1
PHY337575,14
PHY337576,1
PHY337577,1
PHY337578,2
PHY337580,23
PHY337581,2
PHY337582,1
PHY337584,7
PHY337585,7
PHY337587,1
PHY337590,1
PHY337591,1
PHY337592,1
PHY337593,1
PHY337594,6
PHY337596,1
PHY337598,2
PHY337599,3
PHY337600,2
PHY337602,1
PHY337603,1
PHY337604,2
PHY337605,1
PHY337607,1
PHY337608,2
PHY337611,2
PHY337612,3
PHY337615,1
PHY337616,1
PHY337617,2
PHY337620,6
PHY337622,7
PHY337624,3
PHY337625,1
PHY337626,2
PHY337627,2
PHY337629,2
PHY337630,1
PHY337631,1
PHY337632,4
PHY337634,9
PHY337635,1
PHY337636,1
PHY337637,2
PHY337638,40
PHY337640,32
PHY337641,2
PHY337643,1
PHY337644,26
PHY337645,6
PHY337647,5
PHY337648,2
PHY337649,1
PHY337650,7
PHY337654,1
PHY337655,1
PHY337656,1
PHY337657,2
PHY337658,11
PHY337660,1
PHY337661,1
PHY337663,2
PHY337664,3
PHY337666,11
PHY337667,1
PHY337669,5
PHY337672,1
PHY337673,5
PHY337674,2
PHY337676,48
PHY337677,6
PHY337679,2
PHY337681,1
PHY337682,3
PHY337683,1
PHY337686,9
PHY337688,5
PHY337689,4
PHY337691,8
PHY337692,3
PHY337693,1
PHY337694,1
PHY337695,1
PHY337696,1
PHY337697,1
PHY337701,1
PHY337702,1
PHY337703,4
PHY337704,9
PHY337706,9
PHY337707,7
PHY337708,1
PHY337710,2
PHY337712,1
PHY337713,2
PHY337714,2
PHY337716,3
PHY337717,2
PHY337718,1
PHY337719,1
PHY337720,1
PHY337721,1
PHY337722,8
PHY337724,13
PHY337725,1
PHY337726,2
PHY337729,20
PHY337731,1
PHY337734,1
PHY337735,12
PHY337737,4
PHY337739,7
PHY337740,2
PHY337741,2
PHY337744,2
PHY337746,19
PHY337747,1
PHY337749,1
PHY337751,4
PHY337753,2
PHY337756,3
PHY337757,1
PHY337758,3
PHY337759,1
PHY337760,7
PHY337761,2
PHY337762,4
PHY337763,3
PHY337767,1
PHY337768,4
PHY337769,2
PHY337771,3
PHY337772,2
PHY337773,1
PHY337774,137
PHY337775,6
PHY337776,1
PHY337777,9
PHY337778,7
PHY337779,2
PHY337782,2
PHY337783,9
PHY337784,1
PHY337785,3
PHY337786,1
PHY337787,1
PHY337788,1
PHY337789,2
PHY337791,2
PHY337792,1
PHY337793,1
PHY337794,1
PHY337795,30
PHY337797,17
PHY337803,1
PHY337804,1
PHY337805,4
PHY337806,1
PHY337809,16
PHY337811,1
PHY337814,2
PHY337816,2
PHY337817,1
PHY337818,1
PHY337820,6
PHY337827,3
PHY337832,1
PHY337834,2
PHY337836,7
PHY337837,2
PHY337839,1
PHY337840,4
PHY337841,4
PHY337843,1
PHY337846,1
PHY337847,2
PHY337848,11
PHY337849,1
PHY337850,1
PHY337851,1
PHY337853,5
PHY337854,4
PHY337855,1
PHY337856,2
PHY337857,1
PHY337858,5
PHY337863,1
PHY337865,1
PHY337866,1
PHY337867,1
PHY337868,6
PHY337871,1
PHY337872,1
PHY337873,1
PHY337874,2
PHY337876,3
PHY337878,2
PHY337879,1
PHY337880,2
PHY337881,2
PHY337882,29
PHY337883,2
PHY337884,1
PHY337885,1
PHY337887,1
PHY337889,11
PHY337890,109
PHY337891,1
PHY337892,1
PHY337893,7
PHY337894,1
PHY337896,2
PHY337897,2
PHY337898,1
PHY337900,1
PHY337904,2
PHY337905,3
PHY337907,9
PHY337910,3
PHY337912,2
PHY337914,1
PHY337916,8
PHY337917,1
PHY337920,2
PHY337921,1
PHY337923,1
PHY337924,4
PHY337925,1
PHY337927,1
PHY337928,2
PHY337929,2
PHY337930,20
PHY337931,1
PHY337932,1
PHY337933,7
PHY337934,1
PHY337936,7
PHY337937,6
PHY337938,20
PHY337939,3
PHY337940,2
PHY337941,1
PHY337943,3
PHY337946,1
PHY337947,1
PHY337950,10
PHY337951,4
PHY337952,2
PHY337953,17
PHY337955,3
PHY337958,1
PHY337959,2
PHY337964,4
PHY337965,4
PHY337967,21
PHY337968,106
PHY337969,2
PHY337971,2
PHY337973,9
PHY337975,1
PHY337976,1
PHY337977,2
PHY337978,12
PHY337980,2
PHY337983,3
PHY337984,7
PHY337985,1
PHY337986,1
PHY337987,4
PHY337988,1
PHY337989,1
PHY337990,4
PHY337993,1
PHY337995,9
PHY337998,1
PHY337999,9
PHY338002,1
PHY338004,1
PHY338005,1
PHY338007,12
PHY338008,2
PHY338012,1
PHY338013,1
PHY338014,2
PHY338015,1
PHY338017,2
PHY338018,1
PHY338020,1
PHY338022,1
PHY338023,1
PHY338024,1
PHY338025,4
PHY338026,2
PHY338027,3
PHY338029,1
PHY338030,1
PHY338031,1
PHY338032,1158
PHY338034,6
PHY338035,1
PHY338037,4
PHY338038,4
PHY338042,2
PHY338043,16
PHY338044,1
PHY338045,1
PHY338047,4
PHY338049,1
PHY338050,6
PHY338051,2
PHY338053,1
PHY338054,1
PHY338059,13
PHY338060,3
PHY338061,3
PHY338062,12
PHY338065,51
PHY338066,1
PHY338067,1
PHY338069,3
PHY338072,60
PHY338074,1
PHY338075,3
PHY338077,75
PHY338078,2
PHY338079,1
PHY338080,3
PHY338082,14
PHY338083,40
PHY338084,2
PHY338085,2
PHY338086,1
PHY338087,1
PHY338088,9
PHY338089,11
PHY338090,1
PHY338093,71
PHY338095,1
PHY338096,1
PHY338097,2
PHY338098,5
PHY338099,2
PHY338100,1
PHY338102,2
PHY338103,1
PHY338104,6
PHY338106,2
PHY338107,6
PHY338108,1
PHY338110,1
PHY338111,10
PHY338112,1
PHY338113,14
PHY338116,7
PHY338120,2
PHY338121,1
PHY338122,1
PHY338124,1
PHY338126,3
PHY338127,1
PHY338128,3
PHY338129,3
PHY338131,19
PHY338133,10
PHY338134,38
PHY338135,1
PHY338138,1
PHY338141,2
PHY338142,1
PHY338144,1
PHY338145,112
PHY338146,1
PHY338148,7
PHY338149,3
PHY338150,1
PHY338151,1
PHY338152,1
PHY338154,3
PHY338155,2
PHY338156,3
PHY338157,4
PHY338158,2
PHY338159,2
PHY338160,77
PHY338161,1
PHY338162,60
PHY338163,1
PHY338164,4
PHY338165,1
PHY338166,1
PHY338167,10
PHY338168,14
PHY338169,102
PHY338170,69
PHY338171,1
PHY338172,1
PHY338173,5
PHY338175,2
PHY338176,1
PHY338177,2
PHY338178,1
PHY338179,1
PHY338181,1
PHY338183,1
PHY338184,1
PHY338185,3
PHY338186,5
PHY338187,1
PHY338189,7
PHY338192,1
PHY338193,10
PHY338194,1
PHY338195,2
PHY338196,2
PHY338199,16
PHY338200,2
PHY338202,1
PHY338204,1
PHY338205,3
PHY338208,4
PHY338211,1
PHY338215,2
PHY338216,1
PHY338219,2
PHY338220,1
PHY338221,2
PHY338222,2
PHY338223,2
PHY338224,19
PHY338225,6
PHY338226,8
PHY338227,2
PHY338228,5
PHY338229,1
PHY338232,1
PHY338233,20
PHY338234,5
PHY338235,1
PHY338236,2
PHY338237,1
PHY338239,1
PHY338240,1
PHY338241,2
PHY338242,1
PHY338243,1
PHY338244,3
PHY338245,10
PHY338246,11
PHY338247,1
PHY338249,2
PHY338250,4
PHY338253,1
PHY338254,50
PHY338255,1
PHY338256,2
PHY338257,1
PHY338258,2
PHY338260,3
PHY338261,2
PHY338264,1
PHY338265,1
PHY338266,3
PHY338267,2
PHY338268,16
PHY338270,2
PHY338271,2
PHY338272,14
PHY338275,3
PHY338276,1
PHY338280,1
PHY338284,3
PHY338286,2
PHY338287,17
PHY338288,1
PHY338289,2
PHY338290,2
PHY338291,4
PHY338292,2
PHY338293,1
PHY338294,15
PHY338295,2
PHY338296,3
PHY338297,32
PHY338299,2
PHY338301,58
PHY338302,3
PHY338303,1
PHY338305,1
PHY338306,2
PHY338309,2
PHY338310,55
PHY338311,2
PHY338313,1
PHY338314,3
PHY338315,2
PHY338316,3
PHY338317,1
PHY338318,2
PHY338319,2
PHY338321,1
PHY338322,1
PHY338324,2
PHY338327,30
PHY338328,1
PHY338329,1
PHY338331,1
PHY338332,13
PHY338333,4
PHY338335,5
PHY338336,12
PHY338337,1
PHY338338,2
PHY338341,4
PHY338342,1
PHY338346,1
PHY338347,3
PHY338348,1
PHY338349,26
PHY338350,1
PHY338351,3
PHY338352,1
PHY338354,1
PHY338356,1
PHY338357,1
PHY338358,8
PHY338360,5
PHY338362,2
PHY338363,3
PHY338364,4
PHY338365,5
PHY338366,1
PHY338368,1
PHY338372,1
PHY338373,22
PHY338374,1
PHY338375,1
PHY338377,1
PHY338379,2
PHY338381,1
PHY338382,1
PHY338383,1
PHY338384,1
PHY338386,1
PHY338388,1
PHY338389,1
PHY338391,2
PHY338394,1
PHY338395,3
PHY338397,1
PHY338399,1
PHY338400,1
PHY338401,1
PHY338402,1
PHY338403,3
PHY338404,1
PHY338405,2
PHY338406,2
PHY338407,6
PHY338408,1
PHY338409,2
PHY338410,1
PHY338411,5
PHY338412,2
PHY338413,86
PHY338414,5
PHY338415,2
PHY338417,1
PHY338419,1
PHY338420,2
PHY338421,2
PHY338423,1
PHY338425,2
PHY338426,1
PHY338428,7
PHY338430,1
PHY338431,98
PHY338434,3
PHY338435,1
PHY338436,1
PHY338437,2
PHY338438,8
PHY338439,2
PHY338440,1
PHY338441,1
PHY338442,2
PHY338443,3
PHY338444,1
PHY338446,2
PHY338448,1
PHY338451,1
PHY338452,2
PHY338453,2
PHY338454,1
PHY338457,2
PHY338458,2
PHY338459,7
PHY338461,57
PHY338462,4
PHY338463,3
PHY338464,3
PHY338465,13
PHY338468,1
PHY338469,3
PHY338472,1
PHY338473,1
PHY338476,8
PHY338477,1
PHY338478,5
PHY338479,1
PHY338480,1
PHY338482,1
PHY338483,1
PHY338484,1
PHY338485,1
PHY338486,2
PHY338487,1
PHY338488,1
PHY338489,2
PHY338490,3
PHY338493,1
PHY338497,1
PHY338498,7
PHY338499,1
PHY338500,1
PHY338501,1
PHY338502,1
PHY338504,1
PHY338505,1
PHY338506,1
PHY338509,1
PHY338511,4
PHY338512,1
PHY338513,6
PHY338518,1
PHY338519,1
PHY338520,1
PHY338521,1
PHY338522,1
PHY338524,5
PHY338525,1
PHY338528,5
PHY338529,10
PHY338531,1
PHY338532,1
PHY338533,3
PHY338534,80
PHY338535,1
PHY338536,6
PHY338537,1
PHY338538,2
PHY338540,6
PHY338541,1
PHY338542,3
PHY338543,1
PHY338544,1
PHY338545,1
PHY338549,3
PHY338550,2
PHY338552,110
PHY338553,8
PHY338555,9
PHY338557,2
PHY338558,1
PHY338559,2
PHY338560,1
PHY338562,146
PHY338563,1
PHY338565,6
PHY338566,32
PHY338567,1
PHY338571,1
PHY338572,5
PHY338573,4
PHY338574,6
PHY338575,4
PHY338576,1
PHY338577,7
PHY338578,3
PHY338579,4
PHY338581,4
PHY338585,3
PHY338586,1
PHY338588,15
PHY338590,32
PHY338591,1
PHY338592,1
PHY338594,6
PHY338595,1
PHY338596,1
PHY338597,183
PHY338601,2
PHY338602,3
PHY338603,6
PHY338606,1
PHY338607,1
PHY338608,1
PHY338609,7
PHY338612,1
PHY338613,1
PHY338616,19
PHY338617,1
PHY338618,2
PHY338619,22
PHY338621,1
PHY338623,1
PHY338624,2
PHY338625,3
PHY338626,3
PHY338627,4
PHY338628,1
PHY338629,6
PHY338630,4
PHY338632,2
PHY338634,2
PHY338636,79
PHY338637,2
PHY338639,2
PHY338640,1
PHY338641,5
PHY338642,1
PHY338643,1
PHY338644,1
PHY338645,1
PHY338646,1
PHY338647,4
PHY338648,2
PHY338649,1
PHY338650,2
PHY338651,14
PHY338652,12
PHY338653,1
PHY338654,3
PHY338655,1
PHY338656,2
PHY338657,6
PHY338658,1
PHY338659,1
PHY338660,28
PHY338661,1
PHY338662,270
PHY338663,5
PHY338664,2
PHY338665,14
PHY338666,3
PHY338667,1
PHY338668,1
PHY338669,5
PHY338670,7
PHY338671,1
PHY338673,14
PHY338674,2
PHY338675,1
PHY338678,1
PHY338679,26
PHY338684,3
PHY338685,2
PHY338687,4
PHY338688,2
PHY338690,105
PHY338691,3
PHY338693,5
PHY338694,1
PHY338695,3
PHY338696,1
PHY338698,1
PHY338701,1
PHY338702,2
PHY338703,5
PHY338704,1
PHY338705,12
PHY338706,2
PHY338707,1
PHY338708,3
PHY338710,2
PHY338711,1
PHY338713,1
PHY338715,2
PHY338716,2
PHY338719,1
PHY338720,1
PHY338722,46
PHY338723,6
PHY338725,1
PHY338726,2
PHY338728,2
PHY338731,4
PHY338733,1
PHY338734,7
PHY338735,2
PHY338736,3
PHY338738,2
PHY338739,2
PHY338740,4
PHY338744,1
PHY338745,2
PHY338746,1
PHY338747,6
PHY338748,2
PHY338749,2
PHY338750,1
PHY338751,3
PHY338753,3
PHY338754,1
PHY338755,5
PHY338758,10
PHY338759,7
PHY338762,1
PHY338763,2
PHY338764,3
PHY338765,2
PHY338766,1
PHY338768,4
PHY338769,1
PHY338770,1
PHY338771,2
PHY338774,3
PHY338775,23
PHY338776,2
PHY338778,3
PHY338779,1
PHY338780,1
PHY338782,2
PHY338783,3
PHY338784,1
PHY338785,1
PHY338786,1
PHY338789,1
PHY338790,1
PHY338791,1
PHY338793,1
PHY338794,1
PHY338797,3
PHY338798,2
PHY338799,1
PHY338802,59
PHY338803,91
PHY338804,3
PHY338806,4
PHY338809,3
PHY338813,3
PHY338814,1
PHY338815,1
PHY338816,2
PHY338817,2
PHY338818,1
PHY338821,4
PHY338824,2
PHY338825,1
PHY338826,4
PHY338827,6
PHY338828,2
PHY338830,46
PHY338831,2
PHY338832,1
PHY338833,12
PHY338835,1
PHY338837,1
PHY338838,15
PHY338839,3
PHY338840,2
PHY338842,2
PHY338843,1
PHY338844,1
PHY338846,1
PHY338848,2
PHY338849,1
PHY338853,3
PHY338855,8
PHY338856,17
PHY338858,24
PHY338860,2
PHY338861,2
PHY338863,1
PHY338864,2
PHY338865,1
PHY338866,21
PHY338867,1
PHY338870,2
PHY338873,7
PHY338874,1
PHY338875,3
PHY338876,1
PHY338880,1
PHY338883,4
PHY338884,1
PHY338886,1
PHY338887,1
PHY338888,8
PHY338895,1
PHY338896,2
PHY338898,14
PHY338899,1
PHY338905,2
PHY338906,1
PHY338907,19
PHY338908,1
PHY338909,1
PHY338910,1
PHY338911,1
PHY338912,1
PHY338913,13
PHY338915,5
PHY338916,2
PHY338918,122
PHY338921,2
PHY338922,7
PHY338923,17
PHY338924,15
PHY338925,3
PHY338926,1
PHY338927,4
PHY338930,1
PHY338933,1
PHY338934,1
PHY338935,6
PHY338936,1
PHY338937,1
PHY338938,1
PHY338939,13
PHY338940,1
PHY338942,3
PHY338945,1
PHY338946,13
PHY338950,1
PHY338951,41
PHY338953,5
PHY338955,3
PHY338956,3
PHY338957,1
PHY338960,1
PHY338961,1
PHY338962,2
PHY338965,1
PHY338966,1
PHY338967,6
PHY338968,19
PHY338969,1
PHY338970,1
PHY338971,3
PHY338972,46
PHY338973,10
PHY338974,1
PHY338975,7
PHY338976,2
PHY338977,2
PHY338978,3
PHY338980,3
PHY338982,1
PHY338983,1
PHY338984,37
PHY338985,1
PHY338986,28
PHY338987,1
PHY338988,1
PHY338991,1
PHY338992,1
PHY338996,1
PHY338997,3
PHY339000,1
PHY339001,1
PHY339002,5
PHY339003,3
PHY339005,1
PHY339006,1
PHY339007,18
PHY339009,1
PHY339011,6
PHY339013,1
PHY339014,6
PHY339015,1
PHY339019,1
PHY339020,2
PHY339024,1
PHY339025,2
PHY339027,2
PHY339028,3
PHY339029,1
PHY339030,1
PHY339032,4
PHY339033,3
PHY339036,1
PHY339037,2
PHY339039,1
PHY339040,1
PHY339041,1
PHY339042,198
PHY339043,1
PHY339044,3
PHY339045,25
PHY339046,2
PHY339047,5
PHY339049,1
PHY339050,1
PHY339052,1
PHY339053,2
PHY339054,1
PHY339058,3
PHY339059,4
PHY339062,27
PHY339063,2
PHY339066,2
PHY339067,6
PHY339068,1
PHY339069,3
PHY339070,2
PHY339071,1
PHY339072,2
PHY339073,14
PHY339074,1
PHY339075,2
PHY339077,13
PHY339078,32
PHY339079,1
PHY339080,2
PHY339081,1
PHY339082,8
PHY339083,1
PHY339084,2
PHY339086,1
PHY339089,1
PHY339090,2
PHY339092,1
PHY339093,1
PHY339094,1
PHY339095,1
PHY339097,3
PHY339098,5
PHY339099,1
PHY339100,14
PHY339101,1
PHY339104,1
PHY339105,1
PHY339108,6
PHY339109,3
PHY339110,24
PHY339111,2
PHY339113,1
PHY339114,1
PHY339115,1
PHY339118,1
PHY339120,1
PHY339123,3
PHY339124,1
PHY339126,1
PHY339127,4
PHY339128,1
PHY339130,4
PHY339132,2
PHY339140,7
PHY339141,3
PHY339142,7
PHY339143,5
PHY339144,1
PHY339146,1
PHY339147,2
PHY339148,1
PHY339149,1
PHY339150,1
PHY339151,3
PHY339152,6
PHY339153,3
PHY339154,1
PHY339155,22
PHY339156,1
PHY339158,1
PHY339159,2
PHY339160,11
PHY339161,6
PHY339162,2
PHY339163,1
PHY339164,4
PHY339165,4
PHY339166,116
PHY339167,1
PHY339169,1
PHY339170,1
PHY339171,1
PHY339172,6
PHY339176,2
PHY339177,1
PHY339178,7
PHY339179,1
PHY339180,13
PHY339181,1
PHY339183,4
PHY339184,2
PHY339187,1
PHY339190,1
PHY339193,3
PHY339194,7
PHY339195,1
PHY339196,1
PHY339197,6
PHY339200,2
PHY339201,1
PHY339202,45
PHY339203,6
PHY339206,2
PHY339207,1
PHY339208,1
PHY339211,1
PHY339212,2
PHY339213,1
PHY339216,2
PHY339217,13
PHY339219,1
PHY339221,1
PHY339225,1
PHY339226,2
PHY339227,25
PHY339231,1
PHY339232,1
PHY339233,10
PHY339234,1
PHY339235,1
PHY339236,8
PHY339239,3
PHY339240,34
PHY339241,2
PHY339242,94
PHY339243,3
PHY339247,1
PHY339249,1
PHY339250,1
PHY339251,2
PHY339252,9
PHY339253,8
PHY339254,1
PHY339255,6
PHY339256,2
PHY339259,2
PHY339262,5
PHY339263,1
PHY339264,2
PHY339265,1
PHY339266,3
PHY339272,1
PHY339273,1
PHY339274,2
PHY339276,2
PHY339277,7
PHY339278,2
PHY339279,3
PHY339280,1
PHY339281,1
PHY339282,3
PHY339283,1
PHY339284,1
PHY339285,4
PHY339286,2
PHY339287,1
PHY339288,1
PHY339291,1
PHY339292,1
PHY339293,4
PHY339294,1
PHY339295,2
PHY339296,3
PHY339297,1
PHY339298,1
PHY339299,2
PHY339300,2
PHY339301,4
PHY339302,2
PHY339304,4
PHY339305,39
PHY339306,3
PHY339307,1
PHY339308,42
PHY339309,1
PHY339310,4
PHY339312,3
PHY339313,16
PHY339314,7
PHY339316,2
PHY339317,1
PHY339318,5
PHY339319,1
PHY339321,3
PHY339324,1
PHY339325,3
PHY339326,5
PHY339327,2
PHY339328,6
PHY339329,3
PHY339331,4
PHY339332,6
PHY339333,1
PHY339338,1
PHY339339,119
PHY339340,2
PHY339341,1
PHY339344,1
PHY339345,1
PHY339346,4
PHY339347,1
PHY339349,2
PHY339353,1
PHY339355,10
PHY339357,7
PHY339358,58
PHY339359,6
PHY339360,3
PHY339363,3
PHY339364,1
PHY339365,1
PHY339366,1
PHY339367,4
PHY339372,10
PHY339374,1
PHY339376,1
PHY339377,2
PHY339378,3
PHY339379,1
PHY339380,1
PHY339381,37
PHY339383,1
PHY339384,2
PHY339385,1
PHY339386,1
PHY339388,2
PHY339390,1
PHY339391,2
PHY339392,1
PHY339394,2
PHY339395,3
PHY339396,9
PHY339397,2
PHY339398,1
PHY339399,1
PHY339400,5
PHY339401,3
PHY339402,1
PHY339403,2
PHY339404,3
PHY339407,1
PHY339409,8
PHY339412,12
PHY339413,1
PHY339416,1
PHY339417,1
PHY339419,1
PHY339420,10
PHY339422,4
PHY339425,4
PHY339427,1
PHY339429,1
PHY339430,1
PHY339431,1
PHY339433,3
PHY339434,3
PHY339436,10
PHY339437,1
PHY339438,9
PHY339440,8
PHY339443,1
PHY339445,17
PHY339446,2
PHY339447,6
PHY339448,2
PHY339449,1
PHY339450,9
PHY339451,1
PHY339453,2
PHY339454,3
PHY339455,16
PHY339457,5
PHY339458,2
PHY339461,7
PHY339462,1
PHY339463,9
PHY339464,9
PHY339465,1
PHY339467,1
PHY339468,1
PHY339469,2
PHY339470,1
PHY339471,1
PHY339475,2
PHY339476,1
PHY339477,1
PHY339479,1
PHY339480,1
PHY339481,65
PHY339482,3
PHY339483,2
PHY339484,5
PHY339486,2
PHY339487,45
PHY339489,7
PHY339492,4
PHY339494,1
PHY339495,13
PHY339496,2
PHY339497,2
PHY339498,7
PHY339499,77
PHY339500,1
PHY339501,4
PHY339502,2
PHY339503,12
PHY339504,2
PHY339505,1
PHY339506,8
PHY339507,2
PHY339508,1
PHY339509,1
PHY339510,1
PHY339511,2
PHY339512,1
PHY339513,2
PHY339514,9
PHY339516,5
PHY339517,1
PHY339518,1
PHY339519,2
PHY339520,24
PHY339521,1
PHY339522,2
PHY339523,2
PHY339524,2
PHY339525,2
PHY339527,9
PHY339528,13
PHY339529,2
PHY339530,569
PHY339531,2
PHY339532,2
PHY339533,2
PHY339536,2
PHY339538,5
PHY339541,8
PHY339544,6
PHY339545,2
PHY339546,2
PHY339547,38
PHY339548,4
PHY339549,1
PHY339550,4
PHY339551,3
PHY339552,1
PHY339554,1
PHY339555,1
PHY339556,2
PHY339557,1
PHY339558,3
PHY339560,20
PHY339561,1
PHY339562,7
PHY339565,2
PHY339566,1
PHY339569,3
PHY339570,1
PHY339572,1
PHY339573,2
PHY339574,1
PHY339575,3
PHY339576,2
PHY339578,2
PHY339579,1
PHY339581,1
PHY339582,3
PHY339585,8
PHY339586,2
PHY339589,1
PHY339590,1
PHY339591,2
PHY339595,2
PHY339597,1
PHY339598,3
PHY339602,7
PHY339605,3
PHY339606,2
PHY339607,1
PHY339609,2
PHY339611,1
PHY339612,1
PHY339613,1
PHY339614,10
PHY339615,1
PHY339617,2
PHY339619,5
PHY339620,1
PHY339622,1
PHY339623,1
PHY339626,14
PHY339627,2
PHY339629,2
PHY339630,1
PHY339631,9
PHY339632,1
PHY339637,179
PHY339639,2
PHY339641,2
PHY339644,2
PHY339646,9
PHY339647,2
PHY339649,1
PHY339652,2
PHY339653,1
PHY339655,1
PHY339661,7
PHY339662,1
PHY339663,4
PHY339665,1
PHY339668,4
PHY339670,149
PHY339672,3
PHY339675,18
PHY339677,1
PHY339678,2
PHY339680,11
PHY339681,1
PHY339683,3
PHY339684,2
PHY339685,2
PHY339686,1
PHY339687,11
PHY339690,3
PHY339691,1
PHY339692,1
PHY339693,10
PHY339694,1
PHY339695,1
PHY339696,1
PHY339697,1
PHY339698,20
PHY339699,22
PHY339700,2
PHY339701,1
PHY339702,2
PHY339704,1
PHY339706,22
PHY339708,3
PHY339709,25
PHY339710,3
PHY339711,1
PHY339712,1
PHY339713,1
PHY339714,1
PHY339715,72
PHY339716,2
PHY339718,1
PHY339720,9
PHY339722,13
PHY339725,10
PHY339727,3
PHY339728,4
PHY339730,1
PHY339731,1
PHY339734,2
PHY339735,4
PHY339736,2
PHY339738,1
PHY339739,1
PHY339740,3
PHY339743,1
PHY339745,1
PHY339746,9
PHY339749,1
PHY339751,2
PHY339752,6
PHY339753,3
PHY339756,1
PHY339758,1
PHY339761,10
PHY339762,12
PHY339764,1
PHY339766,3
PHY339770,2
PHY339771,1
PHY339772,1
PHY339773,63
PHY339774,3
PHY339775,2
PHY339776,1
PHY339777,1
PHY339778,6
PHY339781,1
PHY339782,1
PHY339783,3
PHY339784,12
PHY339786,2
PHY339788,1
PHY339790,14
PHY339791,2
PHY339794,9
PHY339795,3
PHY339797,1
PHY339798,1
PHY339799,4
PHY339801,1
PHY339802,2
PHY339803,3
PHY339804,10
PHY339805,3
PHY339806,1
PHY339808,9
PHY339810,1
PHY339812,5
PHY339813,37
PHY339815,5
PHY339816,1
PHY339818,2
PHY339819,2
PHY339820,1
PHY339822,2
PHY339825,16
PHY339829,3
PHY339831,1
PHY339833,7
PHY339835,2
PHY339836,7
PHY339837,7
PHY339838,1
PHY339840,3
PHY339841,6
PHY339843,2
PHY339844,1
PHY339847,2
PHY339848,11
PHY339850,1
PHY339852,1
PHY339855,4
PHY339856,2
PHY339857,1
PHY339859,1
PHY339860,1
PHY339861,1
PHY339862,18
PHY339864,1
PHY339865,2
PHY339866,2
PHY339867,1
PHY339869,1
PHY339870,1
PHY339871,1
PHY339872,11
PHY339873,194
PHY339874,38
PHY339875,2
PHY339877,1
PHY339878,27
PHY339879,2
PHY339880,3
PHY339881,1
PHY339882,2
PHY339883,1
PHY339884,1
PHY339885,4
PHY339887,60
PHY339888,5
PHY339889,1
PHY339890,1
PHY339892,2
PHY339895,7
PHY339897,1
PHY339899,2
PHY339900,3
PHY339903,15
PHY339904,1
PHY339906,10
PHY339907,5
PHY339910,2
PHY339911,2
PHY339912,1
PHY339914,1
PHY339916,1
PHY339917,2
PHY339918,1
PHY339919,1
PHY339920,1
PHY339922,4
PHY339924,2
PHY339925,1
PHY339928,1
PHY339929,2
PHY339930,7
PHY339931,2
PHY339932,29
PHY339934,3
PHY339935,1
PHY339936,16
PHY339937,1
PHY339939,16
PHY339940,1
PHY339941,29
PHY339942,1
PHY339943,2
PHY339944,17
PHY339945,1
PHY339946,3
PHY339947,1
PHY339948,1
PHY339950,2
PHY339952,6
PHY339953,1
PHY339955,1
PHY339956,4
