operatingphysician,claimid
PHY343880,2
PHY343889,1
PHY343893,1
PHY343894,4
PHY343895,1
PHY343902,1
PHY343903,2
PHY343906,1
PHY343918,1
PHY343920,1
PHY343923,5
PHY343924,1
PHY343926,1
PHY343928,1
PHY343931,4
PHY343934,1
PHY343938,3
PHY343939,2
PHY343940,1
PHY343946,1
PHY343949,1
PHY343957,2
PHY343960,1
PHY343961,1
PHY343962,8
PHY343965,2
PHY343966,1
PHY343967,3
PHY343977,1
PHY343978,1
PHY343981,1
PHY343982,10
PHY343984,1
PHY343985,1
PHY343986,2
PHY343987,1
PHY343993,1
PHY343998,1
PHY344004,1
PHY344009,3
PHY344012,1
PHY344013,1
PHY344018,1
PHY344019,1
PHY344022,9
PHY344023,1
PHY344029,4
PHY344053,16
PHY344058,1
PHY344063,1
PHY344065,1
PHY344066,1
PHY344068,1
PHY344069,4
PHY344070,1
PHY344081,20
PHY344083,6
PHY344086,2
PHY344088,7
PHY344090,4
PHY344093,6
PHY344099,1
PHY344104,1
PHY344107,4
PHY344108,1
PHY344111,5
PHY344114,1
PHY344118,1
PHY344119,8
PHY344123,7
PHY344131,1
PHY344135,3
PHY344137,2
PHY344146,1
PHY344149,4
PHY344151,1
PHY344153,3
PHY344154,4
PHY344156,5
PHY344158,2
PHY344173,3
PHY344174,2
PHY344176,1
PHY344186,1
PHY344188,29
PHY344195,1
PHY344202,3
PHY344215,1
PHY344217,1
PHY344220,1
PHY344221,3
PHY344222,24
PHY344223,1
PHY344231,6
PHY344232,9
PHY344234,1
PHY344235,1
PHY344238,1
PHY344239,43
PHY344240,5
PHY344243,1
PHY344244,4
PHY344245,1
PHY344248,8
PHY344255,1
PHY344257,91
PHY344265,3
PHY344267,1
PHY344273,1
PHY344275,1
PHY344276,1
PHY344282,2
PHY344285,1
PHY344288,2
PHY344289,1
PHY344293,1
PHY344295,2
PHY344297,1
PHY344298,10
PHY344299,3
PHY344301,1
PHY344302,13
PHY344303,1
PHY344304,1
PHY344305,1
PHY344309,1
PHY344311,2
PHY344314,1
PHY344321,2
PHY344324,1
PHY344327,1
PHY344332,4
PHY344340,4
PHY344344,1
PHY344345,1
PHY344347,1
PHY344351,4
PHY344353,5
PHY344354,1
PHY344355,1
PHY344358,3
PHY344360,1
PHY344364,1
PHY344366,2
PHY344367,22
PHY344369,1
PHY344373,7
PHY344380,1
PHY344389,171
PHY344390,1
PHY344400,1
PHY344405,1
PHY344412,5
PHY344414,1
PHY344415,1
PHY344416,1
PHY344417,1
PHY344420,2
PHY344426,2
PHY344432,1
PHY344438,1
PHY344442,1
PHY344443,1
PHY344444,1
PHY344446,1
PHY344447,3
PHY344450,4
PHY344457,2
PHY344458,1
PHY344472,1
PHY344484,1
PHY344485,8
PHY344488,2
PHY344492,1
PHY344497,2
PHY344503,2
PHY344505,1
PHY344506,2
PHY344513,3
PHY344516,1
PHY344518,1
PHY344520,7
PHY344523,1
PHY344524,1
PHY344527,8
PHY344530,1
PHY344534,1
PHY344538,1
PHY344539,1
PHY344545,9
PHY344550,4
PHY344553,1
PHY344555,7
PHY344567,1
PHY344568,1
PHY344569,2
PHY344571,1
PHY344573,1
PHY344579,1
PHY344580,1
PHY344584,9
PHY344589,1
PHY344592,2
PHY344594,1
PHY344600,1
PHY344609,1
PHY344610,1
PHY344611,7
PHY344616,1
PHY344617,1
PHY344619,2
PHY344629,1
PHY344630,1
PHY344635,9
PHY344636,2
PHY344638,1
PHY344645,4
PHY344651,1
PHY344652,1
PHY344654,9
PHY344665,1
PHY344672,2
PHY344678,1
PHY344680,5
PHY344681,1
PHY344686,3
PHY344698,1
PHY344703,1
PHY344704,4
PHY344707,1
PHY344711,1
PHY344712,1
PHY344714,1
PHY344717,6
PHY344720,1
PHY344721,5
PHY344726,1
PHY344729,1
PHY344730,6
PHY344732,1
PHY344737,1
PHY344738,1
PHY344741,4
PHY344743,1
PHY344744,1
PHY344749,1
PHY344755,1
PHY344761,1
PHY344762,10
PHY344765,1
PHY344772,10
PHY344773,11
PHY344784,2
PHY344790,2
PHY344797,2
PHY344799,1
PHY344812,1
PHY344816,2
PHY344819,2
PHY344821,1
PHY344824,1
PHY344826,2
PHY344832,1
PHY344841,4
PHY344845,5
PHY344847,1
PHY344849,7
PHY344850,3
PHY344858,1
PHY344860,1
PHY344863,1
PHY344864,5
PHY344865,1
PHY344869,1
PHY344873,1
PHY344876,4
PHY344877,5
PHY344879,31
PHY344884,1
PHY344895,1
PHY344901,1
PHY344905,4
PHY344907,1
PHY344909,1
PHY344913,1
PHY344915,2
PHY344920,11
PHY344921,1
PHY344924,1
PHY344927,1
PHY344929,1
PHY344934,13
PHY344936,2
PHY344939,1
PHY344943,1
PHY344945,1
PHY344950,20
PHY344952,1
PHY344956,6
PHY344962,9
PHY344967,1
PHY344969,2
PHY344976,1
PHY344978,1
PHY344982,1
PHY344989,1
PHY344994,2
PHY344996,1
PHY345000,4
PHY345001,9
PHY345002,1
PHY345005,1
PHY345008,2
PHY345013,2
PHY345018,1
PHY345022,2
PHY345027,1
PHY345035,1
PHY345037,2
PHY345039,2
PHY345042,3
PHY345045,2
PHY345046,5
PHY345052,1
PHY345054,2
PHY345057,1
PHY345060,1
PHY345071,30
PHY345073,1
PHY345077,1
PHY345078,1
PHY345081,1
PHY345085,4
PHY345086,1
PHY345087,2
PHY345091,1
PHY345092,1
PHY345099,2
PHY345100,1
PHY345101,4
PHY345106,1
PHY345111,30
PHY345116,3
PHY345118,1
PHY345125,2
PHY345127,2
PHY345138,1
PHY345139,1
PHY345140,3
PHY345144,1
PHY345145,1
PHY345149,2
PHY345150,1
PHY345152,1
PHY345153,1
PHY345156,1
PHY345160,2
PHY345162,2
PHY345165,2
PHY345166,1
PHY345168,1
PHY345174,1
PHY345177,2
PHY345178,1
PHY345179,1
PHY345182,1
PHY345183,1
PHY345188,6
PHY345190,1
PHY345191,1
PHY345194,2
PHY345196,1
PHY345197,1
PHY345199,1
PHY345205,1
PHY345215,11
PHY345218,1
PHY345221,1
PHY345226,3
PHY345228,2
PHY345229,1
PHY345231,3
PHY345233,1
PHY345239,2
PHY345241,2
PHY345242,2
PHY345243,1
PHY345245,1
PHY345247,1
PHY345254,1
PHY345260,2
PHY345263,7
PHY345269,11
PHY345274,1
PHY345277,8
PHY345279,1
PHY345285,3
PHY345286,3
PHY345287,1
PHY345290,2
PHY345295,60
PHY345297,1
PHY345309,11
PHY345311,2
PHY345314,1
PHY345321,15
PHY345331,1
PHY345341,1
PHY345349,1
PHY345350,1
PHY345352,1
PHY345353,4
PHY345365,2
PHY345366,1
PHY345368,1
PHY345376,1
PHY345377,1
PHY345378,1
PHY345379,1
PHY345381,1
PHY345387,15
PHY345389,1
PHY345391,1
PHY345394,1
PHY345399,1
PHY345406,1
PHY345408,1
PHY345413,1
PHY345414,1
PHY345415,1
PHY345422,1
PHY345424,4
PHY345426,1
PHY345439,2
PHY345442,14
PHY345445,1
PHY345448,1
PHY345450,1
PHY345451,1
PHY345455,3
PHY345456,1
PHY345457,1
PHY345458,1
PHY345462,1
PHY345463,1
PHY345464,14
PHY345472,1
PHY345475,9
PHY345479,2
PHY345481,1
PHY345484,1
PHY345489,1
PHY345493,1
PHY345494,1
PHY345495,1
PHY345497,48
PHY345502,16
PHY345503,2
PHY345506,2
PHY345511,1
PHY345514,2
PHY345515,1
PHY345521,4
PHY345534,1
PHY345536,2
PHY345541,1
PHY345543,2
PHY345545,14
PHY345546,3
PHY345547,10
PHY345548,1
PHY345552,1
PHY345553,1
PHY345559,1
PHY345561,1
PHY345562,3
PHY345569,1
PHY345581,2
PHY345587,1
PHY345593,1
PHY345598,1
PHY345602,1
PHY345604,4
PHY345605,2
PHY345612,1
PHY345615,1
PHY345617,1
PHY345618,1
PHY345620,2
PHY345621,11
PHY345623,17
PHY345626,1
PHY345627,4
PHY345628,1
PHY345630,2
PHY345634,51
PHY345635,1
PHY345637,1
PHY345642,4
PHY345644,1
PHY345646,1
PHY345648,2
PHY345651,1
PHY345653,1
PHY345655,1
PHY345664,30
PHY345665,2
PHY345671,1
PHY345681,1
PHY345684,1
PHY345686,1
PHY345690,1
PHY345694,5
PHY345695,2
PHY345698,3
PHY345713,1
PHY345716,2
PHY345718,2
PHY345719,2
PHY345721,9
PHY345723,2
PHY345724,1
PHY345728,1
PHY345732,1
PHY345739,1
PHY345744,1
PHY345755,1
PHY345756,1
PHY345764,1
PHY345772,1
PHY345775,1
PHY345782,1
PHY345783,3
PHY345784,1
PHY345794,1
PHY345800,9
PHY345802,2
PHY345804,1
PHY345807,1
PHY345812,1
PHY345814,1
PHY345819,4
PHY345820,1
PHY345823,1
PHY345824,2
PHY345825,1
PHY345829,1
PHY345830,3
PHY345831,1
PHY345836,15
PHY345839,2
PHY345840,1
PHY345841,4
PHY345842,7
PHY345843,1
PHY345844,1
PHY345848,2
PHY345860,1
PHY345861,29
PHY345864,2
PHY345865,1
PHY345867,1
PHY345873,1
PHY345876,1
PHY345879,2
PHY345882,3
PHY345887,1
PHY345890,1
PHY345896,11
PHY345898,2
PHY345900,3
PHY345901,1
PHY345902,1
PHY345905,2
PHY345906,2
PHY345912,1
PHY345915,1
PHY345920,1
PHY345931,1
PHY345932,2
PHY345936,2
PHY345937,5
PHY345939,2
PHY345940,1
PHY345941,1
PHY345948,1
PHY345952,2
PHY345957,3
PHY345958,1
PHY345962,1
PHY345967,1
PHY345972,1
PHY345974,1
PHY345980,1
PHY345981,1
PHY345995,1
PHY346000,26
PHY346001,3
PHY346006,5
PHY346008,1
PHY346009,1
PHY346018,1
PHY346019,1
PHY346021,1
PHY346023,1
PHY346024,5
PHY346029,1
PHY346038,21
PHY346041,1
PHY346043,2
PHY346046,1
PHY346047,2
PHY346050,1
PHY346058,8
PHY346059,1
PHY346061,11
PHY346067,31
PHY346070,1
PHY346071,5
PHY346075,1
PHY346076,3
PHY346080,1
PHY346081,1
PHY346082,4
PHY346083,1
PHY346084,1
PHY346085,1
PHY346086,1
PHY346091,2
PHY346094,1
PHY346096,1
PHY346099,1
PHY346101,1
PHY346102,1
PHY346105,3
PHY346106,3
PHY346108,1
PHY346112,1
PHY346123,1
PHY346127,2
PHY346134,24
PHY346141,1
PHY346151,1
PHY346154,1
PHY346157,1
PHY346159,2
PHY346163,1
PHY346167,1
PHY346169,2
PHY346170,1
PHY346175,1
PHY346186,1
PHY346187,1
PHY346188,1
PHY346190,1
PHY346191,11
PHY346192,1
PHY346195,2
PHY346198,1
PHY346199,1
PHY346200,1
PHY346203,9
PHY346226,5
PHY346228,5
PHY346229,3
PHY346230,1
PHY346232,1
PHY346235,7
PHY346239,3
PHY346241,2
PHY346243,2
PHY346245,1
PHY346247,1
PHY346253,1
PHY346254,1
PHY346256,1
PHY346259,1
PHY346261,12
PHY346270,3
PHY346272,1
PHY346277,1
PHY346282,1
PHY346286,2
PHY346289,1
PHY346296,1
PHY346298,3
PHY346299,1
PHY346303,1
PHY346304,1
PHY346306,1
PHY346308,3
PHY346309,4
PHY346313,2
PHY346314,1
PHY346317,8
PHY346324,1
PHY346325,1
PHY346326,2
PHY346328,18
PHY346329,3
PHY346330,2
PHY346332,1
PHY346334,1
PHY346335,1
PHY346340,2
PHY346341,2
PHY346343,2
PHY346359,1
PHY346360,1
PHY346361,5
PHY346366,1
PHY346372,2
PHY346373,1
PHY346376,1
PHY346377,1
PHY346380,2
PHY346381,4
PHY346382,1
PHY346383,1
PHY346384,1
PHY346385,4
PHY346386,1
PHY346389,1
PHY346392,2
PHY346395,21
PHY346397,3
PHY346399,1
PHY346404,2
PHY346408,1
PHY346413,4
PHY346416,1
PHY346417,6
PHY346422,1
PHY346423,1
PHY346424,1
PHY346426,1
PHY346430,1
PHY346431,6
PHY346435,1
PHY346438,1
PHY346439,10
PHY346442,1
PHY346443,1
PHY346444,1
PHY346450,1
PHY346453,1
PHY346459,1
PHY346460,3
PHY346463,37
PHY346467,2
PHY346472,1
PHY346473,1
PHY346474,1
PHY346482,1
PHY346485,2
PHY346487,1
PHY346490,1
PHY346492,1
PHY346495,1
PHY346496,4
PHY346497,8
PHY346499,2
PHY346504,1
PHY346516,1
PHY346518,1
PHY346524,1
PHY346526,1
PHY346527,1
PHY346531,4
PHY346541,12
PHY346544,1
PHY346546,1
PHY346550,1
PHY346554,9
PHY346555,1
PHY346557,1
PHY346561,1
PHY346563,1
PHY346569,25
PHY346575,2
PHY346584,1
PHY346585,1
PHY346594,1
PHY346600,1
PHY346601,4
PHY346612,1
PHY346614,36
PHY346615,5
PHY346616,1
PHY346617,1
PHY346622,2
PHY346628,1
PHY346630,1
PHY346635,2
PHY346638,1
PHY346640,1
PHY346642,1
PHY346655,1
PHY346657,10
PHY346659,1
PHY346660,1
PHY346661,1
PHY346667,1
PHY346669,1
PHY346670,1
PHY346674,2
PHY346677,1
PHY346680,2
PHY346686,20
PHY346692,1
PHY346696,1
PHY346697,1
PHY346701,2
PHY346702,1
PHY346708,2
PHY346709,1
PHY346710,1
PHY346716,3
PHY346723,4
PHY346729,7
PHY346731,10
PHY346735,1
PHY346741,1
PHY346751,2
PHY346768,7
PHY346769,1
PHY346771,10
PHY346773,2
PHY346777,1
PHY346778,7
PHY346782,1
PHY346783,6
PHY346784,11
PHY346788,1
PHY346789,1
PHY346790,3
PHY346801,1
PHY346802,1
PHY346805,1
PHY346808,1
PHY346809,1
PHY346810,1
PHY346815,3
PHY346824,2
PHY346827,1
PHY346834,2
PHY346835,2
PHY346837,1
PHY346838,1
PHY346843,3
PHY346844,1
PHY346852,4
PHY346853,2
PHY346854,1
PHY346855,1
PHY346856,5
PHY346858,1
PHY346859,1
PHY346861,2
PHY346862,3
PHY346863,1
PHY346865,4
PHY346872,10
PHY346876,2
PHY346881,2
PHY346884,2
PHY346890,1
PHY346901,1
PHY346905,4
PHY346915,1
PHY346923,7
PHY346936,1
PHY346954,1
PHY346960,1
PHY346961,1
PHY346964,1
PHY346967,1
PHY346968,19
PHY346971,2
PHY346974,1
PHY346977,1
PHY346979,4
PHY346983,1
PHY346984,1
PHY346988,25
PHY346992,1
PHY346993,1
PHY346998,1
PHY347003,1
PHY347006,15
PHY347012,1
PHY347015,1
PHY347020,1
PHY347029,17
PHY347032,1
PHY347033,1
PHY347037,1
PHY347040,2
PHY347043,1
PHY347045,1
PHY347046,8
PHY347050,1
PHY347053,2
PHY347056,1
PHY347057,1
PHY347058,1
PHY347059,1
PHY347060,1
PHY347064,189
PHY347066,3
PHY347075,3
PHY347076,1
PHY347080,4
PHY347085,2
PHY347086,1
PHY347087,2
PHY347094,3
PHY347096,1
PHY347097,1
PHY347099,1
PHY347104,23
PHY347107,21
PHY347112,1
PHY347119,3
PHY347122,1
PHY347123,2
PHY347130,1
PHY347135,5
PHY347137,1
PHY347140,8
PHY347145,1
PHY347149,1
PHY347151,2
PHY347156,1
PHY347161,6
PHY347170,1
PHY347173,10
PHY347174,1
PHY347175,1
PHY347183,1
PHY347185,1
PHY347188,1
PHY347189,1
PHY347191,1
PHY347193,2
PHY347196,12
PHY347200,9
PHY347204,1
PHY347206,2
PHY347207,1
PHY347208,1
PHY347213,5
PHY347217,1
PHY347223,2
PHY347224,1
PHY347226,1
PHY347227,1
PHY347233,27
PHY347234,14
PHY347235,1
PHY347238,1
PHY347243,7
PHY347245,5
PHY347246,1
PHY347251,1
PHY347255,1
PHY347258,1
PHY347260,1
PHY347261,1
PHY347264,1
PHY347267,2
PHY347270,1
PHY347278,1
PHY347281,22
PHY347283,4
PHY347292,1
PHY347293,1
PHY347294,1
PHY347295,5
PHY347307,2
PHY347310,1
PHY347314,4
PHY347317,3
PHY347318,3
PHY347322,1
PHY347324,2
PHY347330,9
PHY347333,1
PHY347336,11
PHY347337,1
PHY347338,1
PHY347340,1
PHY347341,1
PHY347346,2
PHY347352,3
PHY347354,4
PHY347357,1
PHY347360,1
PHY347361,1
PHY347365,3
PHY347366,1
PHY347375,1
PHY347378,1
PHY347380,18
PHY347387,1
PHY347390,1
PHY347397,1
PHY347403,1
PHY347406,1
PHY347407,1
PHY347408,1
PHY347409,1
PHY347413,1
PHY347417,2
PHY347420,1
PHY347422,1
PHY347425,3
PHY347433,4
PHY347435,2
PHY347439,1
PHY347441,1
PHY347442,1
PHY347443,2
PHY347445,1
PHY347450,1
PHY347452,1
PHY347456,4
PHY347460,1
PHY347465,3
PHY347471,1
PHY347476,1
PHY347480,2
PHY347481,1
PHY347483,6
PHY347488,2
PHY347493,9
PHY347494,4
PHY347495,1
PHY347496,7
PHY347498,2
PHY347501,1
PHY347510,1
PHY347511,23
PHY347517,1
PHY347519,1
PHY347520,9
PHY347524,1
PHY347527,2
PHY347529,1
PHY347530,2
PHY347533,1
PHY347534,1
PHY347536,2
PHY347542,12
PHY347546,2
PHY347551,5
PHY347552,2
PHY347553,1
PHY347560,3
PHY347565,1
PHY347567,1
PHY347574,1
PHY347581,2
PHY347583,1
PHY347584,4
PHY347590,8
PHY347594,1
PHY347595,4
PHY347600,1
PHY347606,1
PHY347607,1
PHY347610,2
PHY347613,2
PHY347617,5
PHY347623,1
PHY347625,1
PHY347627,5
PHY347628,2
PHY347629,64
PHY347640,1
PHY347641,1
PHY347645,1
PHY347651,2
PHY347654,1
PHY347655,40
PHY347656,2
PHY347659,1
PHY347662,1
PHY347669,1
PHY347671,2
PHY347675,2
PHY347676,2
PHY347682,1
PHY347691,4
PHY347703,1
PHY347706,1
PHY347707,3
PHY347710,1
PHY347712,2
PHY347713,2
PHY347715,4
PHY347717,3
PHY347721,1
PHY347724,10
PHY347730,2
PHY347736,1
PHY347740,1
PHY347744,1
PHY347756,2
PHY347757,1
PHY347763,4
PHY347767,1
PHY347768,2
PHY347769,2
PHY347771,2
PHY347777,1
PHY347780,121
PHY347783,1
PHY347786,2
PHY347788,1
PHY347793,1
PHY347800,1
PHY347801,2
PHY347803,1
PHY347813,9
PHY347814,1
PHY347816,1
PHY347817,1
PHY347820,1
PHY347821,1
PHY347822,4
PHY347829,1
PHY347834,1
PHY347836,1
PHY347837,1
PHY347839,1
PHY347841,1
PHY347844,1
PHY347847,1
PHY347850,1
PHY347854,5
PHY347856,2
PHY347864,2
PHY347868,1
PHY347879,11
PHY347912,5
PHY347914,1
PHY347917,1
PHY347921,6
PHY347923,3
PHY347924,2
PHY347925,40
PHY347926,1
PHY347927,1
PHY347929,1
PHY347939,1
PHY347940,1
PHY347941,1
PHY347943,1
PHY347945,3
PHY347952,2
PHY347955,2
PHY347960,1
PHY347968,1
PHY347973,2
PHY347984,1
PHY347985,1
PHY347986,1
PHY347990,1
PHY347991,1
PHY347993,10
PHY347994,1
PHY348001,1
PHY348007,1
PHY348013,1
PHY348016,2
PHY348021,1
PHY348022,2
PHY348025,2
PHY348036,18
PHY348037,2
PHY348041,1
PHY348052,4
PHY348053,1
PHY348061,2
PHY348062,1
PHY348063,1
PHY348064,1
PHY348066,1
PHY348069,1
PHY348071,2
PHY348073,2
PHY348079,1
PHY348086,2
PHY348087,1
PHY348088,1
PHY348101,1
PHY348102,1
PHY348103,8
PHY348106,2
PHY348111,1
PHY348113,1
PHY348119,1
PHY348121,1
PHY348133,1
PHY348136,1
PHY348143,2
PHY348144,1
PHY348145,1
PHY348150,1
PHY348158,1
PHY348162,4
PHY348163,1
PHY348169,5
PHY348170,7
PHY348171,3
PHY348176,1
PHY348182,1
PHY348185,1
PHY348192,1
PHY348202,5
PHY348203,1
PHY348207,2
PHY348208,2
PHY348212,1
PHY348220,1
PHY348222,5
PHY348224,1
PHY348230,1
PHY348232,1
PHY348233,1
PHY348236,2
PHY348240,1
PHY348242,1
PHY348243,5
PHY348245,19
PHY348259,1
PHY348265,9
PHY348266,1
PHY348269,5
PHY348270,3
PHY348272,11
PHY348273,6
PHY348274,2
PHY348277,1
PHY348280,1
PHY348283,2
PHY348288,1
PHY348291,4
PHY348295,4
PHY348296,9
PHY348297,9
PHY348298,1
PHY348301,8
PHY348306,1
PHY348308,3
PHY348310,1
PHY348316,4
PHY348320,2
PHY348321,1
PHY348324,6
PHY348332,2
PHY348333,2
PHY348340,4
PHY348342,1
PHY348345,1
PHY348350,3
PHY348352,1
PHY348354,2
PHY348355,1
PHY348360,1
PHY348363,1
PHY348366,1
PHY348373,5
PHY348375,2
PHY348377,2
PHY348379,2
PHY348391,25
PHY348401,1
PHY348405,3
PHY348408,55
PHY348411,1
PHY348412,1
PHY348419,7
PHY348423,3
PHY348436,1
PHY348438,1
PHY348439,6
PHY348442,1
PHY348443,2
PHY348446,1
PHY348447,1
PHY348448,1
PHY348454,4
PHY348457,4
PHY348459,1
PHY348461,4
PHY348463,1
PHY348466,3
PHY348467,2
PHY348471,1
PHY348489,2
PHY348490,1
PHY348493,2
PHY348495,1
PHY348499,7
PHY348505,4
PHY348509,1
PHY348511,1
PHY348514,1
PHY348520,1
PHY348522,3
PHY348525,1
PHY348526,1
PHY348529,1
PHY348530,2
PHY348534,1
PHY348535,5
PHY348540,7
PHY348541,1
PHY348542,1
PHY348547,13
PHY348548,1
PHY348549,2
PHY348551,25
PHY348552,3
PHY348555,1
PHY348557,1
PHY348561,1
PHY348563,1
PHY348570,5
PHY348573,1
PHY348577,1
PHY348581,1
PHY348583,2
PHY348595,1
PHY348596,1
PHY348597,1
PHY348600,4
PHY348601,1
PHY348603,2
PHY348605,1
PHY348606,3
PHY348608,3
PHY348610,1
PHY348617,17
PHY348621,2
PHY348626,1
PHY348631,1
PHY348632,2
PHY348634,2
PHY348636,11
PHY348638,1
PHY348644,1
PHY348647,1
PHY348649,3
PHY348650,1
PHY348651,24
PHY348655,1
PHY348680,1
PHY348682,16
PHY348685,1
PHY348693,1
PHY348697,1
PHY348698,2
PHY348700,2
PHY348703,24
PHY348711,2
PHY348712,1
PHY348714,1
PHY348717,2
PHY348721,3
PHY348727,1
PHY348729,1
PHY348731,6
PHY348734,1
PHY348740,1
PHY348744,1
PHY348748,14
PHY348754,2
PHY348755,2
PHY348756,2
PHY348757,2
PHY348758,7
PHY348760,2
PHY348769,1
PHY348770,1
PHY348773,1
PHY348776,1
PHY348779,11
PHY348781,1
PHY348782,1
PHY348784,1
PHY348786,2
PHY348788,1
PHY348790,5
PHY348792,2
PHY348794,1
PHY348797,2
PHY348800,2
PHY348808,1
PHY348811,2
PHY348813,2
PHY348817,1
PHY348821,2
PHY348822,2
PHY348823,1
PHY348825,1
PHY348827,1
PHY348828,4
PHY348829,6
PHY348831,9
PHY348837,1
PHY348839,1
PHY348840,1
PHY348846,2
PHY348848,4
PHY348850,2
PHY348853,3
PHY348860,2
PHY348872,30
PHY348873,2
PHY348877,1
PHY348879,2
PHY348882,1
PHY348883,1
PHY348886,1
PHY348888,2
PHY348889,2
PHY348900,1
PHY348905,10
PHY348906,1
PHY348908,10
PHY348909,1
PHY348910,1
PHY348916,1
PHY348917,2
PHY348922,4
PHY348923,1
PHY348924,2
PHY348927,19
PHY348928,29
PHY348941,1
PHY348948,2
PHY348949,1
PHY348950,1
PHY348953,59
PHY348956,3
PHY348959,2
PHY348962,4
PHY348965,5
PHY348966,1
PHY348970,2
PHY348971,2
PHY348974,1
PHY348980,1
PHY348984,1
PHY348985,1
PHY348986,2
PHY348987,1
PHY348992,4
PHY348994,4
PHY348997,6
PHY348998,1
PHY349003,1
PHY349004,1
PHY349005,2
PHY349011,1
PHY349025,1
PHY349028,2
PHY349038,1
PHY349039,3
PHY349042,8
PHY349043,5
PHY349044,1
PHY349045,1
PHY349052,8
PHY349053,1
PHY349060,1
PHY349070,2
PHY349074,3
PHY349075,1
PHY349078,1
PHY349080,4
PHY349089,1
PHY349090,3
PHY349091,3
PHY349096,12
PHY349097,2
PHY349099,2
PHY349104,1
PHY349110,1
PHY349113,1
PHY349118,4
PHY349127,1
PHY349131,1
PHY349133,1
PHY349137,3
PHY349146,2
PHY349147,1
PHY349148,1
PHY349154,1
PHY349161,1
PHY349162,2
PHY349164,1
PHY349165,1
PHY349170,2
PHY349175,1
PHY349179,1
PHY349180,1
PHY349181,1
PHY349182,69
PHY349185,2
PHY349186,4
PHY349187,9
PHY349201,1
PHY349203,1
PHY349207,1
PHY349210,11
PHY349212,1
PHY349214,2
PHY349221,5
PHY349226,1
PHY349231,1
PHY349232,12
PHY349237,2
PHY349242,20
PHY349243,2
PHY349244,3
PHY349252,1
PHY349258,1
PHY349260,1
PHY349261,1
PHY349265,1
PHY349269,6
PHY349271,1
PHY349279,2
PHY349280,1
PHY349281,1
PHY349283,1
PHY349291,3
PHY349295,27
PHY349297,1
PHY349300,2
PHY349301,1
PHY349309,9
PHY349311,1
PHY349313,2
PHY349315,1
PHY349320,2
PHY349321,17
PHY349324,13
PHY349327,1
PHY349328,1
PHY349337,4
PHY349344,1
PHY349347,2
PHY349350,1
PHY349351,11
PHY349355,3
PHY349357,2
PHY349362,1
PHY349363,1
PHY349371,1
PHY349375,2
PHY349383,1
PHY349387,3
PHY349391,2
PHY349397,2
PHY349400,10
PHY349403,2
PHY349411,1
PHY349412,7
PHY349413,2
PHY349419,1
PHY349420,2
PHY349421,6
PHY349423,1
PHY349424,1
PHY349426,2
PHY349429,3
PHY349435,1
PHY349439,6
PHY349441,1
PHY349443,3
PHY349447,2
PHY349450,1
PHY349451,1
PHY349453,3
PHY349454,1
PHY349455,1
PHY349461,2
PHY349462,1
PHY349464,1
PHY349467,1
PHY349468,1
PHY349472,1
PHY349473,2
PHY349476,1
PHY349479,1
PHY349480,1
PHY349483,1
PHY349487,1
PHY349490,1
PHY349493,1
PHY349503,5
PHY349504,1
PHY349507,1
PHY349510,1
PHY349511,1
PHY349513,1
PHY349514,1
PHY349516,1
PHY349527,1
PHY349530,2
PHY349531,13
PHY349536,1
PHY349538,2
PHY349540,2
PHY349544,1
PHY349545,9
PHY349550,1
PHY349552,6
PHY349554,1
PHY349555,2
PHY349558,1
PHY349559,1
PHY349573,1
PHY349577,1
PHY349581,7
PHY349584,4
PHY349587,1
PHY349594,7
PHY349596,1
PHY349604,2
PHY349611,1
PHY349614,1
PHY349617,1
PHY349621,1
PHY349626,1
PHY349630,1
PHY349631,1
PHY349639,1
PHY349641,1
PHY349643,1
PHY349646,1
PHY349649,1
PHY349650,10
PHY349656,5
PHY349659,1
PHY349663,16
PHY349668,3
PHY349669,1
PHY349670,1
PHY349671,2
PHY349672,1
PHY349677,1
PHY349680,2
PHY349683,2
PHY349690,1
PHY349697,1
PHY349699,1
PHY349706,1
PHY349709,2
PHY349711,4
PHY349712,1
PHY349713,3
PHY349717,1
PHY349719,1
PHY349723,1
PHY349724,2
PHY349730,4
PHY349736,1
PHY349747,7
PHY349750,4
PHY349751,1
PHY349756,33
PHY349758,1
PHY349759,1
PHY349762,8
PHY349764,1
PHY349768,3
PHY349770,1
PHY349771,1
PHY349776,1
PHY349779,1
PHY349780,1
PHY349784,1
PHY349794,1
PHY349801,2
PHY349808,5
PHY349809,1
PHY349814,3
PHY349816,1
PHY349817,1
PHY349818,43
PHY349824,1
PHY349827,2
PHY349829,2
PHY349832,22
PHY349834,1
PHY349836,17
PHY349838,1
PHY349839,1
PHY349845,1
PHY349846,1
PHY349849,1
PHY349861,3
PHY349867,4
PHY349870,1
PHY349872,1
PHY349874,1
PHY349876,1
PHY349878,2
PHY349884,1
PHY349891,1
PHY349893,1
PHY349904,3
PHY349905,4
PHY349906,1
PHY349908,1
PHY349909,57
PHY349911,1
PHY349912,4
PHY349914,1
PHY349919,2
PHY349922,2
PHY349924,1
PHY349929,2
PHY349930,22
PHY349940,1
PHY349954,3
PHY349955,1
PHY349960,1
PHY349961,3
PHY349964,4
PHY349967,3
PHY349970,1
PHY349976,1
PHY349980,1
PHY349984,1
PHY349986,1
PHY349987,1
PHY349989,2
PHY349990,4
PHY349996,1
PHY349999,2
PHY350004,1
