otherphysician,claimid
PHY351841,1
PHY351842,1
PHY351843,1
PHY351844,1
PHY351848,3
PHY351849,1
PHY351850,2
PHY351851,1
PHY351853,1
PHY351855,1
PHY351856,6
PHY351859,2
PHY351860,1
PHY351864,1
PHY351865,1
PHY351866,1
PHY351867,1
PHY351868,2
PHY351869,6
PHY351877,1
PHY351878,1
PHY351879,1
PHY351880,1
PHY351890,3
PHY351892,11
PHY351897,2
PHY351899,1
PHY351904,1
PHY351909,1
PHY351911,1
PHY351913,2
PHY351914,1
PHY351918,1
PHY351921,1
PHY351926,1
PHY351927,1
PHY351928,2
PHY351931,5
PHY351942,29
PHY351943,1
PHY351945,1
PHY351946,1
PHY351949,1
PHY351950,1
PHY351955,1
PHY351956,1
PHY351957,4
PHY351958,7
PHY351964,1
PHY351965,1
PHY351970,2
PHY351973,153
PHY351975,1
PHY351977,6
PHY351979,1
PHY351980,3
PHY351981,1
PHY351983,1
PHY351988,14
PHY351990,1
PHY351991,2
PHY351992,9
PHY351996,1
PHY351997,1
PHY351998,1
PHY352000,3
PHY352001,25
PHY352003,2
PHY352005,3
PHY352006,90
PHY352008,1
PHY352009,1
PHY352010,2
PHY352012,1
PHY352016,1
PHY352017,1
PHY352018,1
PHY352022,1
PHY352024,1
PHY352026,1
PHY352029,1
PHY352035,1
PHY352037,1
PHY352042,9
PHY352043,2
PHY352047,5
PHY352049,6
PHY352053,1
PHY352063,1
PHY352064,1
PHY352067,1
PHY352069,1
PHY352070,3
PHY352072,1
PHY352074,1
PHY352079,2
PHY352080,8
PHY352090,2
PHY352092,2
PHY352096,2
PHY352097,1
PHY352099,1
PHY352100,1
PHY352106,1
PHY352107,1
PHY352110,1
PHY352114,1
PHY352116,29
PHY352117,2
PHY352120,1
PHY352124,1
PHY352126,1
PHY352127,2
PHY352128,1
PHY352133,25
PHY352135,1
PHY352137,3
PHY352140,2
PHY352141,1
PHY352144,2
PHY352147,1
PHY352154,2
PHY352157,1
PHY352161,1
PHY352162,1
PHY352163,2
PHY352167,1
PHY352168,1
PHY352171,120
PHY352172,1
PHY352173,1
PHY352174,1
PHY352177,1
PHY352178,1
PHY352182,4
PHY352183,4
PHY352185,1
PHY352189,1
PHY352192,1
PHY352193,5
PHY352197,1
PHY352206,1
PHY352208,1
PHY352209,1
PHY352210,3
PHY352211,1
PHY352212,2
PHY352214,2
PHY352215,1
PHY352218,3
PHY352219,1
PHY352220,1
PHY352223,2
PHY352224,4
PHY352227,5
PHY352228,55
PHY352231,2
PHY352232,1
PHY352233,1
PHY352234,2
PHY352235,4
PHY352241,2
PHY352242,1
PHY352244,3
PHY352246,1
PHY352249,1
PHY352260,1
PHY352262,2
PHY352265,1
PHY352266,2
PHY352268,1
PHY352272,2
PHY352273,7
PHY352275,1
PHY352278,1
PHY352279,1
PHY352284,3
PHY352285,1
PHY352286,2
PHY352288,1
PHY352290,1
PHY352292,1
PHY352295,1
PHY352298,1
PHY352303,1
PHY352305,4
PHY352310,1
PHY352314,1
PHY352324,1
PHY352333,3
PHY352334,1
PHY352335,1
PHY352337,2
PHY352346,1
PHY352348,1
PHY352349,1
PHY352351,2
PHY352354,2
PHY352356,1
PHY352357,21
PHY352359,1
PHY352361,2
PHY352364,6
PHY352365,2
PHY352366,1
PHY352369,4
PHY352372,17
PHY352373,4
PHY352375,3
PHY352379,2
PHY352380,5
PHY352388,1
PHY352389,1
PHY352391,1
PHY352393,1
PHY352395,6
PHY352396,6
PHY352400,2
PHY352405,4
PHY352406,2
PHY352408,1
PHY352410,47
PHY352412,4
PHY352413,1
PHY352414,1
PHY352417,1
PHY352418,2
PHY352423,1
PHY352424,1
PHY352429,5
PHY352430,1
PHY352431,2
PHY352435,1
PHY352440,1
PHY352444,1
PHY352449,2
PHY352450,1
PHY352453,14
PHY352454,37
PHY352456,1
PHY352463,3
PHY352464,5
PHY352470,4
PHY352472,1
PHY352478,5
PHY352479,10
PHY352481,5
PHY352482,1
PHY352485,1
PHY352487,2
PHY352490,1
PHY352492,1
PHY352494,2
PHY352495,2
PHY352496,1
PHY352498,1
PHY352499,2
PHY352502,4
PHY352503,8
PHY352506,1
PHY352509,2
PHY352510,1
PHY352511,3
PHY352512,1
PHY352520,1
PHY352521,2
PHY352522,4
PHY352523,1
PHY352524,1
PHY352527,4
PHY352528,1
PHY352536,2
PHY352541,1
PHY352546,33
PHY352550,1
PHY352551,5
PHY352552,1
PHY352555,160
PHY352559,7
PHY352570,1
PHY352571,1
PHY352574,2
PHY352576,1
PHY352577,1
PHY352581,1
PHY352584,2
PHY352586,1
PHY352589,1
PHY352592,28
PHY352595,3
PHY352598,1
PHY352601,2
PHY352604,1
PHY352606,6
PHY352608,5
PHY352612,5
PHY352613,1
PHY352618,6
PHY352621,1
PHY352622,1
PHY352623,1
PHY352624,13
PHY352630,17
PHY352632,2
PHY352637,1
PHY352641,1
PHY352647,1
PHY352651,1
PHY352654,3
PHY352656,1
PHY352659,4
PHY352663,1
PHY352664,1
PHY352665,1
PHY352666,1
PHY352668,6
PHY352672,1
PHY352674,3
PHY352675,1
PHY352676,1
PHY352677,2
PHY352682,12
PHY352683,1
PHY352684,3
PHY352686,4
PHY352692,1
PHY352697,1
PHY352698,47
PHY352703,3
PHY352704,9
PHY352705,1
PHY352708,1
PHY352709,5
PHY352711,1
PHY352712,2
PHY352717,1
PHY352720,1
PHY352721,1
PHY352732,85
PHY352736,1
PHY352737,1
PHY352741,1
PHY352742,1
PHY352744,1
PHY352745,1
PHY352746,2
PHY352748,1
PHY352750,1
PHY352752,1
PHY352753,112
PHY352755,1
PHY352759,1
PHY352763,2
PHY352766,1
PHY352767,1
PHY352768,3
PHY352773,8
PHY352774,3
PHY352775,2
PHY352776,1
PHY352781,14
PHY352783,1
PHY352784,1
PHY352785,1
PHY352786,1
PHY352789,2
PHY352790,3
PHY352791,1
PHY352792,14
PHY352794,1
PHY352795,1
PHY352798,7
PHY352799,4
PHY352802,1
PHY352803,2
PHY352804,2
PHY352805,2
PHY352806,5
PHY352807,5
PHY352808,1
PHY352818,1
PHY352821,2
PHY352823,1
PHY352825,6
PHY352827,1
PHY352828,5
PHY352832,1
PHY352833,2
PHY352837,2
PHY352839,2
PHY352840,1
PHY352843,4
PHY352844,5
PHY352848,2
PHY352852,1
PHY352855,2
PHY352860,3
PHY352864,13
PHY352867,3
PHY352868,1
PHY352870,1
PHY352873,2
PHY352878,1
PHY352881,1
PHY352884,1
PHY352885,1
PHY352886,1
PHY352896,1
PHY352898,1
PHY352904,2
PHY352907,1
PHY352911,2
PHY352921,2
PHY352925,1
PHY352926,6
PHY352927,1
PHY352929,1
PHY352936,1
PHY352937,1
PHY352938,3
PHY352942,5
PHY352943,2
PHY352944,1
PHY352948,4
PHY352950,1
PHY352952,1
PHY352954,3
PHY352956,1
PHY352958,3
PHY352961,1
PHY352965,1
PHY352966,1
PHY352967,2
PHY352977,1
PHY352978,1
PHY352982,6
PHY352983,1
PHY352984,2
PHY352987,13
PHY352989,2
PHY352991,2
PHY352994,2
PHY352995,1
PHY352996,2
PHY352997,1
PHY352998,1
PHY353000,1
PHY353003,12
PHY353004,1
PHY353006,2
PHY353015,2
PHY353018,2
PHY353019,1
PHY353024,5
PHY353029,2
PHY353030,1
PHY353035,1
PHY353036,1
PHY353039,1
PHY353040,23
PHY353041,1
PHY353047,1
PHY353052,3
PHY353053,1
PHY353055,6
PHY353058,1
PHY353063,1
PHY353066,1
PHY353067,1
PHY353068,3
PHY353069,2
PHY353076,1
PHY353078,1
PHY353084,1
PHY353085,19
PHY353086,2
PHY353090,1
PHY353091,2
PHY353093,1
PHY353096,1
PHY353100,1
PHY353101,1
PHY353102,2
PHY353103,3
PHY353105,1
PHY353108,8
PHY353113,1
PHY353115,21
PHY353116,1
PHY353118,4
PHY353121,6
PHY353123,2
PHY353124,1
PHY353126,2
PHY353128,40
PHY353129,4
PHY353130,2
PHY353132,1
PHY353133,1
PHY353135,1
PHY353144,3
PHY353148,1
PHY353149,1
PHY353150,1
PHY353151,1
PHY353152,1
PHY353155,1
PHY353163,3
PHY353166,2
PHY353167,1
PHY353168,1
PHY353169,1
PHY353170,1
PHY353173,8
PHY353174,1
PHY353177,3
PHY353179,1
PHY353182,1
PHY353184,2
PHY353185,2
PHY353188,2
PHY353189,1
PHY353193,1
PHY353194,12
PHY353202,1
PHY353203,1
PHY353204,2
PHY353207,2
PHY353208,1
PHY353210,1
PHY353213,6
PHY353215,4
PHY353218,1
PHY353221,1
PHY353222,7
PHY353223,2
PHY353227,25
PHY353229,4
PHY353230,4
PHY353233,1
PHY353235,3
PHY353236,1
PHY353239,2
PHY353241,45
PHY353245,1
PHY353246,3
PHY353247,18
PHY353248,3
PHY353250,2
PHY353252,1
PHY353253,9
PHY353256,1
PHY353257,1
PHY353259,2
PHY353262,1
PHY353266,1
PHY353267,1
PHY353269,1
PHY353272,58
PHY353273,1
PHY353274,1
PHY353275,1
PHY353276,28
PHY353281,1
PHY353283,2
PHY353285,1
PHY353286,1
PHY353288,1
PHY353292,1
PHY353293,1
PHY353295,26
PHY353296,6
PHY353299,1
PHY353300,1
PHY353301,1
PHY353305,6
PHY353307,1
PHY353309,14
PHY353311,2
PHY353316,1
PHY353317,19
PHY353318,1
PHY353321,1
PHY353322,1
PHY353324,3
PHY353325,1
PHY353326,7
PHY353327,6
PHY353329,2
PHY353330,1
PHY353333,2
PHY353334,4
PHY353335,5
PHY353339,1
PHY353342,1
PHY353347,7
PHY353348,1
PHY353349,1
PHY353350,4
PHY353352,2
PHY353353,2
PHY353361,1
PHY353362,1
PHY353365,2
PHY353368,1
PHY353372,2
PHY353374,1
PHY353376,1
PHY353383,2
PHY353385,1
PHY353391,3
PHY353392,1
PHY353395,5
PHY353397,7
PHY353398,2
PHY353399,3
PHY353401,7
PHY353402,1
PHY353403,10
PHY353405,1
PHY353411,3
PHY353414,5
PHY353417,1
PHY353419,1
PHY353420,1
PHY353422,2
PHY353423,3
PHY353427,2
PHY353436,9
PHY353437,1
PHY353446,1
PHY353449,2
PHY353456,1
PHY353460,1
PHY353461,1
PHY353467,1
PHY353469,2
PHY353474,1
PHY353475,2
PHY353477,1
PHY353481,1
PHY353485,1
PHY353486,1
PHY353490,4
PHY353491,3
PHY353493,14
PHY353496,2
PHY353502,5
PHY353506,1
PHY353510,1
PHY353517,1
PHY353521,1
PHY353522,1
PHY353527,3
PHY353528,1
PHY353529,5
PHY353534,1
PHY353536,1
PHY353539,1
PHY353542,1
PHY353543,9
PHY353544,1
PHY353546,1
PHY353547,1
PHY353550,1
PHY353551,1
PHY353552,3
PHY353558,1
PHY353561,1
PHY353564,4
PHY353566,1
PHY353567,14
PHY353568,1
PHY353571,1
PHY353573,3
PHY353577,1
PHY353581,1
PHY353582,2
PHY353583,12
PHY353585,1
PHY353588,1
PHY353589,1
PHY353591,1
PHY353592,23
PHY353593,1
PHY353596,1
PHY353597,1
PHY353599,1
PHY353606,2
PHY353610,1
PHY353614,1
PHY353616,2
PHY353618,1
PHY353619,7
PHY353621,1
PHY353623,2
PHY353624,1
PHY353629,1
PHY353631,2
PHY353635,15
PHY353637,1
PHY353643,2
PHY353652,1
PHY353654,3
PHY353664,4
PHY353665,1
PHY353667,1
PHY353668,1
PHY353669,1
PHY353670,1
PHY353672,3
PHY353673,4
PHY353677,1
PHY353680,2
PHY353684,3
PHY353688,49
PHY353689,1
PHY353690,1
PHY353697,1
PHY353699,1
PHY353700,11
PHY353701,1
PHY353703,10
PHY353704,1
PHY353705,1
PHY353710,3
PHY353712,1
PHY353716,2
PHY353717,3
PHY353722,5
PHY353724,1
PHY353725,2
PHY353730,3
PHY353732,3
PHY353734,2
PHY353737,7
PHY353739,1
PHY353742,3
PHY353743,1
PHY353744,2
PHY353745,2
PHY353753,1
PHY353754,1
PHY353758,1
PHY353760,8
PHY353762,1
PHY353763,3
PHY353768,1
PHY353770,1
PHY353772,5
PHY353775,1
PHY353776,1
PHY353777,1
PHY353778,1
PHY353780,4
PHY353781,1
PHY353784,4
PHY353786,1
PHY353788,7
PHY353789,3
PHY353790,1
PHY353794,1
PHY353795,1
PHY353796,12
PHY353799,1
PHY353804,2
PHY353808,2
PHY353811,1
PHY353814,5
PHY353816,1
PHY353817,2
PHY353821,1
PHY353822,1
PHY353827,1
PHY353838,1
PHY353839,1
PHY353840,3
PHY353842,2
PHY353843,1
PHY353844,1
PHY353846,1
PHY353847,2
PHY353852,1
PHY353855,1
PHY353862,1
PHY353865,2
PHY353866,1
PHY353869,1
PHY353878,42
PHY353879,1
PHY353881,2
PHY353884,2
PHY353889,4
PHY353891,1
PHY353892,1
PHY353894,2
PHY353896,4
PHY353897,1
PHY353898,2
PHY353899,1
PHY353901,1
PHY353905,13
PHY353908,1
PHY353909,1
PHY353912,3
PHY353914,1
PHY353915,1
PHY353921,4
PHY353922,4
PHY353924,1
PHY353925,27
PHY353927,3
PHY353934,7
PHY353936,1
PHY353937,1
PHY353943,1
PHY353947,1
PHY353950,4
PHY353951,4
PHY353953,3
PHY353955,8
PHY353956,4
PHY353959,1
PHY353961,1
PHY353962,1
PHY353963,1
PHY353969,1
PHY353975,11
PHY353978,1
PHY353980,1
PHY353984,5
PHY353986,1
PHY353987,1
PHY353990,1
PHY353991,26
PHY353993,2
PHY353994,6
PHY353998,4
PHY354000,1
PHY354001,3
PHY354003,1
PHY354014,1
PHY354016,4
PHY354019,3
PHY354020,18
PHY354026,1
PHY354033,1
PHY354034,2
PHY354036,13
PHY354037,1
PHY354038,5
PHY354039,1
PHY354041,1
PHY354043,2
PHY354045,43
PHY354046,6
PHY354047,1
PHY354048,1
PHY354051,1
PHY354053,3
PHY354054,1
PHY354055,1
PHY354056,1
PHY354064,4
PHY354066,1
PHY354067,1
PHY354069,1
PHY354075,1
PHY354078,2
PHY354079,1
PHY354083,1
PHY354085,2
PHY354088,3
PHY354090,2
PHY354091,1
PHY354094,1
PHY354095,2
PHY354099,3
PHY354103,1
PHY354104,1
PHY354108,3
PHY354110,10
PHY354114,59
PHY354116,1
PHY354119,2
PHY354120,1
PHY354123,4
PHY354124,1
PHY354132,1
PHY354133,8
PHY354134,20
PHY354137,1
PHY354138,1
PHY354140,1
PHY354143,6
PHY354147,9
PHY354148,1
PHY354149,1
PHY354154,1
PHY354155,1
PHY354164,4
PHY354166,1
PHY354171,2
PHY354172,1
PHY354173,1
PHY354179,2
PHY354181,1
PHY354185,1
PHY354187,1
PHY354189,6
PHY354198,1
PHY354199,7
PHY354207,1
PHY354208,1
PHY354209,2
PHY354210,8
PHY354211,1
PHY354212,1
PHY354221,15
PHY354225,6
PHY354228,1
PHY354229,1
PHY354231,1
PHY354236,1
PHY354238,40
PHY354240,2
PHY354241,31
PHY354242,1
PHY354243,1
PHY354244,2
PHY354248,2
PHY354250,1
PHY354251,4
PHY354259,1
PHY354260,11
PHY354268,1
PHY354272,1
PHY354274,1
PHY354275,2
PHY354278,1
PHY354282,1
PHY354283,6
PHY354286,16
PHY354288,1
PHY354289,10
PHY354291,1
PHY354293,4
PHY354294,3
PHY354295,1
PHY354297,1
PHY354299,1
PHY354304,1
PHY354308,1
PHY354310,1
PHY354313,2
PHY354318,2
PHY354326,114
PHY354328,1
PHY354332,1
PHY354335,1
PHY354337,2
PHY354339,6
PHY354341,1
PHY354346,2
PHY354347,2
PHY354352,2
PHY354353,1
PHY354355,1
PHY354358,217
PHY354360,14
PHY354361,2
PHY354363,1
PHY354364,1
PHY354366,1
PHY354369,3
PHY354370,1
PHY354373,2
PHY354374,67
PHY354379,1
PHY354381,1
PHY354382,1
PHY354390,1
PHY354391,3
PHY354393,1
PHY354394,1
PHY354398,2
PHY354402,1
PHY354407,2
PHY354408,1
PHY354409,2
PHY354412,3
PHY354413,1
PHY354415,1
PHY354418,3
PHY354421,1
PHY354423,2
PHY354426,1
PHY354431,3
PHY354436,1
PHY354440,1
PHY354447,1
PHY354449,26
PHY354455,1
PHY354456,1
PHY354457,1
PHY354458,1
PHY354462,4
PHY354464,22
PHY354474,2
PHY354479,7
PHY354480,1
PHY354485,3
PHY354487,4
PHY354492,1
PHY354497,3
PHY354499,1
PHY354500,2
PHY354501,1
PHY354502,2
PHY354503,2
PHY354504,2
PHY354505,1
PHY354508,1
PHY354509,4
PHY354510,1
PHY354513,1
PHY354514,1
PHY354518,1
PHY354521,2
PHY354523,1
PHY354526,1
PHY354529,2
PHY354530,12
PHY354533,1
PHY354536,1
PHY354537,1
PHY354538,1
PHY354540,2
PHY354542,1
PHY354544,1
PHY354548,25
PHY354549,4
PHY354552,1
PHY354553,1
PHY354554,15
PHY354559,1
PHY354560,2
PHY354566,1
PHY354568,2
PHY354570,1
PHY354571,1
PHY354572,18
PHY354573,1
PHY354574,1
PHY354579,1
PHY354580,1
PHY354581,1
PHY354582,1
PHY354584,4
PHY354585,14
PHY354590,3
PHY354591,1
PHY354598,1
PHY354599,3
PHY354601,1
PHY354605,1
PHY354606,1
PHY354609,7
PHY354610,1
PHY354612,1
PHY354614,1
PHY354618,1
PHY354619,1
PHY354621,8
PHY354622,1
PHY354626,1
PHY354629,1
PHY354632,1
PHY354637,3
PHY354638,2
PHY354640,1
PHY354641,1
PHY354645,1
PHY354646,35
PHY354649,2
PHY354651,1
PHY354653,3
PHY354654,1
PHY354656,1
PHY354657,3
PHY354658,1
PHY354666,2
PHY354667,2
PHY354672,1
PHY354673,1
PHY354674,1
PHY354677,1
PHY354678,1
PHY354679,1
PHY354681,3
PHY354682,18
PHY354685,1
PHY354686,1
PHY354688,1
PHY354690,1
PHY354691,1
PHY354692,1
PHY354696,1
PHY354699,4
PHY354700,1
PHY354702,1
PHY354703,2
PHY354705,2
PHY354711,1
PHY354712,1
PHY354714,1
PHY354716,1
PHY354719,1
PHY354720,6
PHY354721,1
PHY354724,1
PHY354725,1
PHY354726,1
PHY354732,3
PHY354733,2
PHY354734,1
PHY354738,5
PHY354739,117
PHY354745,1
PHY354746,12
PHY354748,1
PHY354754,1
PHY354759,1
PHY354762,32
PHY354764,1
PHY354765,1
PHY354768,1
PHY354769,1
PHY354773,2
PHY354778,2
PHY354780,3
PHY354785,1
PHY354792,2
PHY354795,1
PHY354798,1
PHY354800,9
PHY354801,5
PHY354808,3
PHY354815,27
PHY354818,5
PHY354820,7
PHY354821,2
PHY354823,1
PHY354829,1
PHY354831,2
PHY354837,3
PHY354838,1
PHY354842,1
PHY354846,1
PHY354847,1
PHY354849,1
PHY354851,1
PHY354852,1
PHY354854,1
PHY354857,1
PHY354858,3
PHY354860,5
PHY354861,7
PHY354872,1
PHY354875,1
PHY354877,1
PHY354881,3
PHY354882,1
PHY354883,2
PHY354892,1
PHY354893,1
PHY354896,1
PHY354902,50
PHY354903,6
PHY354904,1
PHY354908,1
PHY354909,5
PHY354911,1
PHY354913,3
PHY354916,1
PHY354918,1
PHY354920,1
PHY354923,1
PHY354926,1
PHY354928,2
PHY354929,3
PHY354934,1
PHY354935,1
PHY354936,2
PHY354941,1
PHY354942,1
PHY354943,3
PHY354944,2
PHY354949,1
PHY354952,2
PHY354955,1
PHY354956,1
PHY354958,8
PHY354963,1
PHY354966,1
PHY354967,10
PHY354968,2
PHY354977,7
PHY354979,1
PHY354983,1
PHY354988,4
PHY354989,2
PHY354997,3
PHY354999,1
PHY355004,2
PHY355005,1
PHY355011,1
PHY355013,1
PHY355015,2
PHY355018,3
PHY355033,7
PHY355034,3
PHY355037,1
PHY355039,1
PHY355050,2
PHY355055,2
PHY355063,2
PHY355076,1
PHY355078,1
PHY355079,2
PHY355082,36
PHY355088,1
PHY355089,2
PHY355092,2
PHY355097,1
PHY355098,2
PHY355102,10
PHY355108,1
PHY355109,4
PHY355114,1
PHY355116,26
PHY355117,1
PHY355118,7
PHY355122,22
PHY355123,11
PHY355126,1
PHY355129,1
PHY355131,163
PHY355134,53
PHY355141,2
PHY355142,1
PHY355143,3
PHY355144,1
PHY355146,1
PHY355148,1
PHY355150,3
PHY355151,1
PHY355156,3
PHY355157,1
PHY355159,1
PHY355160,2
PHY355161,1
PHY355164,4
PHY355165,1
PHY355168,1
PHY355177,1
PHY355179,1
PHY355180,10
PHY355181,11
PHY355189,1
PHY355204,6
PHY355207,3
PHY355208,3
PHY355211,1
PHY355218,3
PHY355219,7
PHY355220,1
PHY355230,1
PHY355232,30
PHY355233,1
PHY355239,1
PHY355240,1
PHY355242,7
PHY355244,3
PHY355250,1
PHY355251,1
PHY355254,6
PHY355256,1
PHY355261,1
PHY355263,1
PHY355264,1
PHY355270,2
PHY355273,1
PHY355275,1
PHY355280,1
PHY355281,4
PHY355282,1
PHY355284,1
PHY355285,1
PHY355288,1
PHY355289,5
PHY355290,2
PHY355296,1
PHY355297,3
PHY355299,2
PHY355300,1
PHY355304,7
PHY355311,1
PHY355312,3
PHY355315,41
PHY355317,1
PHY355318,3
PHY355321,5
PHY355323,4
PHY355328,1
PHY355331,2
PHY355334,1
PHY355335,1
PHY355336,1
PHY355337,13
PHY355340,3
PHY355342,1
PHY355343,1
PHY355350,1
PHY355351,1
PHY355355,1
PHY355356,2
PHY355357,1
PHY355358,2
PHY355361,1
PHY355365,1
PHY355366,76
PHY355367,1
PHY355368,2
PHY355371,2
PHY355372,1
PHY355374,2
PHY355375,1
PHY355380,2
PHY355385,1
PHY355386,2
PHY355389,1
PHY355390,1
PHY355392,1
PHY355394,1
PHY355397,2
PHY355399,1
PHY355402,10
PHY355403,1
PHY355404,1
PHY355409,4
PHY355410,1
PHY355412,1
PHY355414,3
PHY355418,2
PHY355419,2
PHY355424,1
PHY355427,1
PHY355431,1
PHY355435,1
PHY355438,1
PHY355439,1
PHY355446,5
PHY355448,5
PHY355449,5
PHY355451,1
PHY355454,1
PHY355462,1
PHY355463,2
PHY355465,1
PHY355468,6
PHY355470,1
PHY355472,1
PHY355479,3
PHY355480,1
PHY355483,2
PHY355487,1
PHY355488,1
PHY355489,2
PHY355493,2
PHY355495,1
PHY355499,9
PHY355502,4
PHY355504,1
PHY355506,2
PHY355509,3
PHY355510,3
PHY355512,8
PHY355522,4
PHY355527,15
PHY355529,1
PHY355530,1
PHY355531,23
PHY355533,2
PHY355534,1
PHY355535,1
PHY355539,1
PHY355540,4
PHY355543,2
PHY355554,1
PHY355556,1
PHY355557,7
PHY355558,1
PHY355559,1
PHY355561,1
PHY355563,3
PHY355564,6
PHY355566,2
PHY355568,1
PHY355570,47
PHY355571,1
PHY355572,10
PHY355573,1
PHY355579,2
PHY355580,3
PHY355587,1
PHY355590,7
PHY355591,1
PHY355592,1
PHY355595,1
PHY355599,1
PHY355602,1
PHY355604,2
PHY355610,2
PHY355611,3
PHY355616,1
PHY355619,8
PHY355622,1
PHY355623,3
PHY355630,26
PHY355631,2
PHY355632,2
PHY355634,1
PHY355636,1
PHY355637,1
PHY355638,1
PHY355639,1
PHY355640,1
PHY355642,1
PHY355645,1
PHY355650,8
PHY355657,9
PHY355658,3
PHY355660,1
PHY355661,4
PHY355663,1
PHY355664,4
PHY355670,4
PHY355671,3
PHY355683,6
PHY355685,1
PHY355686,19
PHY355692,1
PHY355694,4
PHY355697,1
PHY355698,2
PHY355701,1
PHY355705,12
PHY355709,33
PHY355713,1
PHY355714,4
PHY355717,1
PHY355719,4
PHY355722,4
PHY355728,1
PHY355729,1
PHY355730,1
PHY355735,2
PHY355739,1
PHY355740,1
PHY355741,1
PHY355742,3
PHY355748,4
PHY355749,17
PHY355751,2
PHY355752,4
PHY355755,2
PHY355758,2
PHY355759,2
PHY355760,63
PHY355761,7
PHY355770,1
PHY355780,1
PHY355785,1
PHY355786,12
PHY355787,1
PHY355791,1
PHY355794,1
PHY355795,2
PHY355797,1
PHY355798,1
PHY355799,1
PHY355807,1
PHY355810,1
PHY355819,5
PHY355822,1
PHY355823,1
PHY355824,3
PHY355825,2
PHY355830,1
PHY355832,1
PHY355841,1
PHY355843,2
PHY355845,1
PHY355847,1
PHY355848,7
PHY355853,1
PHY355854,1
PHY355855,1
PHY355857,2
PHY355860,9
PHY355863,2
PHY355865,1
PHY355866,6
PHY355869,2
PHY355871,3
PHY355872,2
PHY355873,1
PHY355885,2
PHY355887,3
PHY355888,1
PHY355889,2
PHY355891,1
PHY355894,1
PHY355897,2
PHY355899,1
PHY355904,1
PHY355905,1
PHY355906,1
PHY355908,1
PHY355909,1
PHY355910,1
PHY355911,1
PHY355915,1
PHY355919,3
PHY355920,1
PHY355923,4
PHY355924,47
PHY355925,6
PHY355927,2
PHY355928,66
PHY355929,2
PHY355932,1
PHY355940,1
PHY355942,1
PHY355946,7
PHY355948,5
PHY355955,1
PHY355962,1
PHY355966,1
PHY355968,1
PHY355969,1
PHY355970,1
PHY355971,6
PHY355972,1
PHY355976,4
PHY355977,1
PHY355983,2
PHY355984,1
PHY355985,2
PHY355986,3
PHY355991,2
PHY355992,1
PHY355993,5
PHY355995,2
PHY355996,1
PHY355997,1
PHY355999,1
PHY356006,1
PHY356007,2
PHY356008,2
PHY356009,2
PHY356014,1
PHY356020,2
PHY356021,3
PHY356022,4
PHY356023,2
PHY356024,38
PHY356026,2
PHY356036,5
PHY356038,1
PHY356050,1
PHY356051,283
PHY356054,12
PHY356055,7
PHY356056,1
PHY356059,1
PHY356060,5
PHY356061,1
PHY356066,8
PHY356074,2
PHY356077,4
PHY356078,2
PHY356079,1
PHY356082,1
PHY356083,1
PHY356085,9
PHY356089,3
PHY356094,1
PHY356099,2
PHY356102,1
PHY356104,43
PHY356105,1
PHY356106,1
PHY356109,1
PHY356110,1
PHY356111,1
PHY356112,1
PHY356117,2
PHY356118,2
PHY356123,1
PHY356124,1
PHY356125,1
PHY356129,1
PHY356132,1
PHY356133,1
PHY356135,1
PHY356136,1
PHY356137,9
PHY356138,1
PHY356139,1
PHY356141,1
PHY356142,2
PHY356143,5
PHY356146,9
PHY356150,2
PHY356151,1
PHY356152,1
PHY356153,13
PHY356156,1
PHY356157,1
PHY356160,3
PHY356165,2
PHY356166,1
PHY356168,1
PHY356181,5
PHY356182,5
PHY356184,2
PHY356185,2
PHY356190,2
PHY356192,3
PHY356194,2
PHY356195,4
PHY356198,2
PHY356200,1
PHY356201,1
PHY356202,4
PHY356204,1
PHY356205,1
PHY356208,1
PHY356210,1
PHY356211,12
PHY356212,13
PHY356213,2
PHY356215,2
PHY356217,1
PHY356220,1
PHY356225,1
PHY356227,1
PHY356228,1
PHY356229,3
PHY356234,1
PHY356235,1
PHY356241,1
PHY356243,2
PHY356246,1
PHY356251,2
PHY356252,1
PHY356253,2
PHY356254,1
PHY356256,1
PHY356262,2
PHY356264,1
PHY356266,3
PHY356270,2
PHY356273,1
PHY356274,1
PHY356275,2
PHY356276,2
PHY356277,1
PHY356280,1
PHY356281,3
PHY356284,1
PHY356286,5
PHY356289,1
PHY356291,4
PHY356292,1
PHY356293,27
PHY356296,1
PHY356298,3
PHY356302,1
PHY356304,1
PHY356305,1
PHY356306,1
PHY356310,1
PHY356314,1
PHY356317,1
PHY356318,5
PHY356322,2
PHY356323,5
PHY356324,1
PHY356330,4
PHY356336,1
PHY356337,1
PHY356338,1
PHY356340,1
PHY356343,1
PHY356345,2
PHY356351,1
PHY356353,1
PHY356354,2
PHY356355,1
PHY356357,4
PHY356359,1
PHY356360,1
PHY356361,2
PHY356363,3
PHY356367,1
PHY356369,6
PHY356372,3
PHY356373,2
PHY356374,1
PHY356376,1
PHY356377,2
PHY356378,1
PHY356379,1
PHY356380,28
PHY356384,1
PHY356390,1
PHY356392,5
PHY356393,2
PHY356394,1
PHY356397,1
PHY356400,1
PHY356403,1
PHY356411,1
PHY356416,4
PHY356417,1
PHY356418,1
PHY356419,1
PHY356422,6
PHY356424,1
PHY356425,6
PHY356428,1
PHY356432,3
PHY356437,1
PHY356438,1
PHY356440,21
